,Unnamed: 0,id,eventId,minute,second,teamId,x,y,expandedMinute,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,isGoal,isOwnGoal,blockedX,blockedY,period_id,period_name,event_id_x,event_name,outcome_value,outcome_type,jugador,ataja_disp,equipo vs,matchId,fecha,gol eqlocal,gol eqvis,estado partdo,marcador_eqlocal_shift,marcador_eqvis_shift,dif eqlocal,dif eqvis,event_id_y,gameDuration,frameRef,trackingDataVideoTimeMs,sequenceId,possessionId,mainActor,reception,pressure,passOption,passTarget,xThreat,obv,linesBroken,lastLineBroken,pvValue,pvAdded,__archivo_origen,DtGame,homeTeamName,equipo_vs_name
0,148,2835178029,69,11,0,4szvjv7xibphumticc9438w2g,5.0,42.7,11,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.7'}, {'type': {'value': 74, 'displayName': 'High'}, 'value': None}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.11'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '63.3'}, {'type': {'value': 124, 'displayName': 'GoalKick'}, 'value': None}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.4'}, {'type': {'value': 1, 'displayName': 'Longball'}, 'value': None}]","[91, 1000]",True,36bg0k385i4wwarffp6ak1syd,64.4,26.7,,,,,False,,False,False,,,1,FirstHalf,1,Pass,1,Successful,Edgar Badia,,9dh08biovdh6rzklzlf3zvezi,3mp0l8bxpjkrkdddv8h82sjys,2025-08-15,1,0,Gana Local,1,0,1,-1,2835178029,657914.0,16559.0,,20.0,9.0,"{'playerId': '36bg0k385i4wwarffp6ak1syd', 'shirtNumber': 13, 'positionX': '3.03', 'positionY': '44.07'}","{""receivingTime"": ""1755290425262"", ""receivingPlayTime"": ""660"", ""distance"": ""63.31186"", ""receivingX"": ""64.4"", ""receivingY"": ""26.7"", ""player"": {""playerId"": ""c07vv5md2hwkfj3l415bxiu50"", ""shirtNumber"": 28}}",,"{""player"": [{""playerId"": ""ebazcy0x20885rn9qx2acoi6s"", ""shirtNumber"": 33, ""positionX"": ""45.6"", ""positionY"": ""40.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.23476964235305786""}, ""expectedPassCompletion"": {""value"": ""0.8487244248390198""}, ""expectedThreat"": {""value"": ""0.00018099788576364517""}, ""passOptionQuality"": {""value"": ""-0.328""}}}, {""playerId"": ""4v86g99e43shvytytnkac52zu"", ""shirtNumber"": 18, ""positionX"": ""59.7"", ""positionY"": ""25.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.7216768860816956""}, ""expectedPassCompletion"": {""value"": ""0.3270236551761627""}, ""expectedThreat"": {""value"": ""0.0027975558768957853""}, ""passOptionQuality"": {""value"": ""-0.64""}}}, {""playerId"": ""a5goj7m7mv7n8fhykf7knbu8l"", ""shirtNumber"": 3, ""positionX"": ""41.4"", ""positionY"": ""32.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.0937042161822319""}, ""expectedPassCompletion"": {""value"": ""0.8886981010437012""}, ""expectedThreat"": {""value"": ""0.0003769683826249093""}, ""passOptionQuality"": {""value"": ""-0.298""}}}, {""playerId"": ""8chfecar4dwgq9cqd6i9foxgq"", ""shirtNumber"": 20, ""positionX"": ""54.3"", ""positionY"": ""38.3"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.5084395408630371""}, ""expectedPassCompletion"": {""value"": ""0.21915504336357117""}, ""expectedThreat"": {""value"": ""0.002617109566926956""}, ""passOptionQuality"": {""value"": ""-0.715""}}}, {""playerId"": ""42pnejn312x4hhc32z8tqrend"", ""shirtNumber"": 10, ""positionX"": ""49.1"", ""positionY"": ""25.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.5583144426345825""}, ""expectedPassCompletion"": {""value"": ""0.17623400688171387""}, ""expectedThreat"": {""value"": ""0.0008692278061062098""}, ""passOptionQuality"": {""value"": ""-0.769""}}}, {""playerId"": ""4r2sc2i9xfmkbpp2cay5skph"", ""shirtNumber"": 24, ""positionX"": ""42.8"", ""positionY"": ""13.3"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.15322399139404297""}, ""expectedPassCompletion"": {""value"": ""0.4509017765522003""}, ""expectedThreat"": {""value"": ""0.00019326937035657465""}, ""passOptionQuality"": {""value"": ""-0.595""}}}, {""playerId"": ""25uxgnt9buumv0kx2suk1kh5h"", ""shirtNumber"": 22, ""positionX"": ""59.2"", ""positionY"": ""7.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.8296033143997192""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.0032908201683312654""}, ""passOptionQuality"": {""value"": ""-0.495""}}}, {""playerId"": ""4rp1v2lu9gsrn7wik8xdzg53p"", ""shirtNumber"": 5, ""positionX"": ""42.5"", ""positionY"": ""24.5"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.2090911865234375""}, ""expectedPassCompletion"": {""value"": ""0.3489530086517334""}, ""expectedThreat"": {""value"": ""0.000027806700018118136""}, ""passOptionQuality"": {""value"": ""-0.665""}}}, {""playerId"": ""c07vv5md2hwkfj3l415bxiu50"", ""shirtNumber"": 28, ""positionX"": ""51.6"", ""positionY"": ""26"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.787156879901886""}, ""expectedPassCompletion"": {""value"": ""0.18745622038841248""}, ""expectedThreat"": {""value"": ""0.0009189156116917729""}, ""passOptionQuality"": {""value"": ""-0.761""}}}]}","{""player"": [{""playerId"": ""4v86g99e43shvytytnkac52zu"", ""shirtNumber"": 18, ""positionX"": ""59.7"", ""positionY"": ""25.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.7216768860816956""}, ""expectedPassCompletion"": {""value"": ""0.3270236551761627""}, ""expectedThreat"": {""value"": ""0.0027975558768957853""}, ""passOptionQuality"": {""value"": ""-0.64""}}}]}",{'applied': '0.0027975558768957853'},,1.0,,0.0011826,0.0004402,2025-08-15 - Burgos vs Cultural Leonesa.xlsx,2025-08-15,Cultural Leonesa,Burgos
1,257,2835182927,142,16,15,9dh08biovdh6rzklzlf3zvezi,3.6,42.1,16,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '27.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '32.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.03'}, {'type': {'value': 189, 'displayName': 'Notvisible'}, 'value': None}, {'type': {'value': 124, 'displayName': 'GoalKick'}, 'value': None}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 237, 'displayName': 'Low'}, 'value': None}]","[91, 1000]",True,7l2w1rjwz2isztsj5wb67s1cl,27.5,32.4,,,,,False,,False,False,,,1,FirstHalf,1,Pass,1,Successful,Ander Cantero,,4szvjv7xibphumticc9438w2g,3mp0l8bxpjkrkdddv8h82sjys,2025-08-15,1,0,Gana Local,1,0,1,-1,2835182927,972074.0,24413.0,,34.0,22.0,,"{""receivingTime"": ""1755290737860"", ""receivingPlayTime"": ""975"", ""distance"": ""25.94737"", ""receivingX"": ""27.5"", ""receivingY"": ""32.400000000000006"", ""player"": {""playerId"": ""8xd8ppxvyf216yo5akiq5w9g5"", ""shirtNumber"": 18}}",,"{""player"": [{""playerId"": ""18hbhghdttl5zdhu6fp5r8p9l"", ""shirtNumber"": 4, ""positionX"": ""29.2"", ""positionY"": ""10.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.1940496861934662""}, ""expectedPassCompletion"": {""value"": ""0.9997928142547607""}, ""expectedThreat"": {""value"": ""0.00007040047057671472""}, ""passOptionQuality"": {""value"": ""-0.228""}}}, {""playerId"": ""4dz4r1nh92obdmf49v7x9ryl1"", ""shirtNumber"": 16, ""positionX"": ""44.1"", ""positionY"": ""49.6"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.010661243461072445""}, ""expectedPassCompletion"": {""value"": ""0.6103718876838684""}, ""expectedThreat"": {""value"": ""0.0030901357531547546""}, ""passOptionQuality"": {""value"": ""-0.445""}}}, {""playerId"": ""8xd8ppxvyf216yo5akiq5w9g5"", ""shirtNumber"": 18, ""positionX"": ""26.9"", ""positionY"": ""35.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.13941378891468048""}, ""expectedPassCompletion"": {""value"": ""0.999815821647644""}, ""expectedThreat"": {""value"": ""0.00016178289661183953""}, ""passOptionQuality"": {""value"": ""-0.227""}}}, {""playerId"": ""1dv11ge2rfpjozo5flnb6scmh"", ""shirtNumber"": 5, ""positionX"": ""28.5"", ""positionY"": ""50.3"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.11683142930269241""}, ""expectedPassCompletion"": {""value"": ""0.9999461770057678""}, ""expectedThreat"": {""value"": ""0.00023178076662588865""}, ""passOptionQuality"": {""value"": ""-0.226""}}}, {""playerId"": ""becpkwh323yrvoojtzio7jjvu"", ""shirtNumber"": 23, ""positionX"": ""40.4"", ""positionY"": ""35.4"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.010616724379360676""}, ""expectedPassCompletion"": {""value"": ""0.4274080693721771""}, ""expectedThreat"": {""value"": ""0.0020067186560481787""}, ""passOptionQuality"": {""value"": ""-0.584""}}}, {""playerId"": ""4tc5741xue1eigwcu4t7qtuc5"", ""shirtNumber"": 21, ""positionX"": ""51.1"", ""positionY"": ""64.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.07435189932584763""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.00711893429979682""}, ""passOptionQuality"": {""value"": ""-0.439""}}}, {""playerId"": ""b09yf8g6hgt6qw5424o8a2bu2"", ""shirtNumber"": 14, ""positionX"": ""52.1"", ""positionY"": ""12.4"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.008388699032366276""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.0032930297311395407""}, ""passOptionQuality"": {""value"": ""-0.495""}}}, {""playerId"": ""313x9xk65v0e1qoqvbqqy5u96"", ""shirtNumber"": 9, ""positionX"": ""58"", ""positionY"": ""42.4"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.057225070893764496""}, ""expectedPassCompletion"": {""value"": ""0.39680787920951843""}, ""expectedThreat"": {""value"": ""0.0050577521324157715""}, ""passOptionQuality"": {""value"": ""-0.56""}}}, {""playerId"": ""6ewcn8a2adyayonver4w2a0ut"", ""shirtNumber"": 8, ""positionX"": ""23.8"", ""positionY"": ""64.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.9429383277893066""}, ""expectedPassCompletion"": {""value"": ""0.999965488910675""}, ""expectedThreat"": {""value"": ""0.000013120537914801389""}, ""passOptionQuality"": {""value"": ""-0.229""}}}, {""playerId"": ""507d5ld0yl1zndk9wqp0w3sut"", ""shirtNumber"": 12, ""positionX"": ""44.6"", ""positionY"": ""97"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.2821589410305023""}, ""expectedPassCompletion"": {""value"": ""0.9990989565849304""}, ""expectedThreat"": {""value"": ""0.0012568759266287088""}, ""passOptionQuality"": {""value"": ""-0.211""}}}]}","{""player"": [{""playerId"": ""8xd8ppxvyf216yo5akiq5w9g5"", ""shirtNumber"": 18, ""positionX"": ""26.9"", ""positionY"": ""35.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.13941378891468048""}, ""expectedPassCompletion"": {""value"": ""0.999815821647644""}, ""expectedThreat"": {""value"": ""0.00016178289661183953""}, ""passOptionQuality"": {""value"": ""-0.227""}}}]}",{'applied': '0.00016178289661183953'},,,,0.0003527,-0.0003897,2025-08-15 - Burgos vs Cultural Leonesa.xlsx,2025-08-15,Burgos,Cultural Leonesa
2,491,2835197571,179,33,27,4szvjv7xibphumticc9438w2g,5.2,39.0,33,"[{'type': {'value': 74, 'displayName': 'High'}, 'value': None}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.2'}, {'type': {'value': 124, 'displayName': 'GoalKick'}, 'value': None}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.90'}, {'type': {'value': 1, 'displayName': 'Longball'}, 'value': None}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '57.4'}]","[91, 1000]",True,36bg0k385i4wwarffp6ak1syd,55.8,7.2,,,,,False,,False,False,,,1,FirstHalf,1,Pass,0,Unsuccessful,Edgar Badia,,9dh08biovdh6rzklzlf3zvezi,3mp0l8bxpjkrkdddv8h82sjys,2025-08-15,2,0,Gana Local,2,0,2,-2,2835197571,2007514.0,50300.0,3350960.0,61.0,39.0,,,,"{""player"": [{""playerId"": ""4rp1v2lu9gsrn7wik8xdzg53p"", ""shirtNumber"": 5, ""positionX"": ""45.2"", ""positionY"": ""23.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.6547853350639343""}, ""expectedPassCompletion"": {""value"": ""0.115637868642807""}, ""expectedThreat"": {""value"": ""0.0007227330934256315""}, ""passOptionQuality"": {""value"": ""-0.812""}}}, {""playerId"": ""8chfecar4dwgq9cqd6i9foxgq"", ""shirtNumber"": 20, ""positionX"": ""57.5"", ""positionY"": ""4.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.9060894250869751""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.005427627824246883""}, ""passOptionQuality"": {""value"": ""-0.464""}}}, {""playerId"": ""4r2sc2i9xfmkbpp2cay5skph"", ""shirtNumber"": 24, ""positionX"": ""47.1"", ""positionY"": ""13.2"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.6732707023620605""}, ""expectedPassCompletion"": {""value"": ""0.2956119775772095""}, ""expectedThreat"": {""value"": ""0.0010737895499914885""}, ""passOptionQuality"": {""value"": ""-0.686""}}}, {""playerId"": ""4v86g99e43shvytytnkac52zu"", ""shirtNumber"": 18, ""positionX"": ""58.2"", ""positionY"": ""24.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.7987735867500305""}, ""expectedPassCompletion"": {""value"": ""0.1940031349658966""}, ""expectedThreat"": {""value"": ""0.0028050721157342196""}, ""passOptionQuality"": {""value"": ""-0.729""}}}, {""playerId"": ""c07vv5md2hwkfj3l415bxiu50"", ""shirtNumber"": 28, ""positionX"": ""50.7"", ""positionY"": ""21.3"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.7748726010322571""}, ""expectedPassCompletion"": {""value"": ""0.12325358390808105""}, ""expectedThreat"": {""value"": ""0.00210851663723588""}, ""passOptionQuality"": {""value"": ""-0.786""}}}, {""playerId"": ""ebazcy0x20885rn9qx2acoi6s"", ""shirtNumber"": 33, ""positionX"": ""45.2"", ""positionY"": ""42"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.33333489298820496""}, ""expectedPassCompletion"": {""value"": ""0.3538494110107422""}, ""expectedThreat"": {""value"": ""0.001758055412210524""}, ""passOptionQuality"": {""value"": ""-0.637""}}}, {""playerId"": ""a5goj7m7mv7n8fhykf7knbu8l"", ""shirtNumber"": 3, ""positionX"": ""42.3"", ""positionY"": ""28.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.38329461216926575""}, ""expectedPassCompletion"": {""value"": ""0.22565104067325592""}, ""expectedThreat"": {""value"": ""0.00021200801711529493""}, ""passOptionQuality"": {""value"": ""-0.745""}}}, {""playerId"": ""d70285zrdacief30y5j4i98et"", ""shirtNumber"": 14, ""positionX"": ""54.3"", ""positionY"": ""20.9"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.7924903631210327""}, ""expectedPassCompletion"": {""value"": ""0.27034664154052734""}, ""expectedThreat"": {""value"": ""0.0028665887657552958""}, ""passOptionQuality"": {""value"": ""-0.677""}}}, {""playerId"": ""42pnejn312x4hhc32z8tqrend"", ""shirtNumber"": 10, ""positionX"": ""55.8"", ""positionY"": ""39.7"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.740521252155304""}, ""expectedPassCompletion"": {""value"": ""0.3153175711631775""}, ""expectedThreat"": {""value"": ""0.0048038107343018055""}, ""passOptionQuality"": {""value"": ""-0.618""}}}]}","{""player"": [{""playerId"": ""8chfecar4dwgq9cqd6i9foxgq"", ""shirtNumber"": 20, ""positionX"": ""57.5"", ""positionY"": ""4.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.9060894250869751""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.005427627824246883""}, ""passOptionQuality"": {""value"": ""-0.464""}}}]}",{'applied': '0.005427627824246883'},,,,0.0009324,0.00019,2025-08-15 - Burgos vs Cultural Leonesa.xlsx,2025-08-15,Cultural Leonesa,Burgos
3,547,2835199653,341,37,10,9dh08biovdh6rzklzlf3zvezi,4.1,54.6,37,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '34.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.60'}, {'type': {'value': 189, 'displayName': 'Notvisible'}, 'value': None}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.4'}, {'type': {'value': 1, 'displayName': 'Longball'}, 'value': None}, {'type': {'value': 237, 'displayName': 'Low'}, 'value': None}, {'type': {'value': 124, 'displayName': 'GoalKick'}, 'value': None}]","[91, 1000]",True,7l2w1rjwz2isztsj5wb67s1cl,31.4,83.3,,,,,False,,False,False,,,1,FirstHalf,1,Pass,1,Successful,Ander Cantero,,4szvjv7xibphumticc9438w2g,3mp0l8bxpjkrkdddv8h82sjys,2025-08-15,2,0,Gana Local,2,0,2,-2,2835199653,2230394.0,55872.0,,70.0,44.0,,"{""receivingTime"": ""1755291993707"", ""receivingPlayTime"": ""2230"", ""distance"": ""34.67789"", ""receivingX"": ""31.400000000000006"", ""receivingY"": ""83.3"", ""player"": {""playerId"": ""507d5ld0yl1zndk9wqp0w3sut"", ""shirtNumber"": 12}}",,"{""player"": [{""playerId"": ""6ewcn8a2adyayonver4w2a0ut"", ""shirtNumber"": 8, ""positionX"": ""19.6"", ""positionY"": ""64.7"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.9141032099723816""}, ""expectedPassCompletion"": {""value"": ""0.9999858140945435""}, ""expectedThreat"": {""value"": ""2.5470203013355786e-7""}, ""passOptionQuality"": {""value"": ""-0.229""}}}, {""playerId"": ""becpkwh323yrvoojtzio7jjvu"", ""shirtNumber"": 23, ""positionX"": ""37"", ""positionY"": ""36.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.16763369739055634""}, ""expectedPassCompletion"": {""value"": ""0.9851738214492798""}, ""expectedThreat"": {""value"": ""0.0004992313333787024""}, ""passOptionQuality"": {""value"": ""-0.232""}}}, {""playerId"": ""4dz4r1nh92obdmf49v7x9ryl1"", ""shirtNumber"": 16, ""positionX"": ""44"", ""positionY"": ""44.1"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.07078143954277039""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.003247546963393688""}, ""passOptionQuality"": {""value"": ""-0.496""}}}, {""playerId"": ""8xd8ppxvyf216yo5akiq5w9g5"", ""shirtNumber"": 18, ""positionX"": ""28.9"", ""positionY"": ""29.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.8868982791900635""}, ""expectedPassCompletion"": {""value"": ""0.999960720539093""}, ""expectedThreat"": {""value"": ""0.0000391301691706758""}, ""passOptionQuality"": {""value"": ""-0.228""}}}, {""playerId"": ""507d5ld0yl1zndk9wqp0w3sut"", ""shirtNumber"": 12, ""positionX"": ""34"", ""positionY"": ""87"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.1329297572374344""}, ""expectedPassCompletion"": {""value"": ""0.998960554599762""}, ""expectedThreat"": {""value"": ""0.00019526859978213906""}, ""passOptionQuality"": {""value"": ""-0.227""}}}, {""playerId"": ""1dv11ge2rfpjozo5flnb6scmh"", ""shirtNumber"": 5, ""positionX"": ""33.8"", ""positionY"": ""56.5"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.07133730500936508""}, ""expectedPassCompletion"": {""value"": ""0.7072461843490601""}, ""expectedThreat"": {""value"": ""0.0007004591170698404""}, ""passOptionQuality"": {""value"": ""-0.415""}}}, {""playerId"": ""18hbhghdttl5zdhu6fp5r8p9l"", ""shirtNumber"": 4, ""positionX"": ""37.8"", ""positionY"": ""23.8"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.08143821358680725""}, ""expectedPassCompletion"": {""value"": ""0.9929512739181519""}, ""expectedThreat"": {""value"": ""0.003224131418392062""}, ""passOptionQuality"": {""value"": ""-0.187""}}}, {""playerId"": ""4tc5741xue1eigwcu4t7qtuc5"", ""shirtNumber"": 21, ""positionX"": ""52.3"", ""positionY"": ""95.5"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.009221347980201244""}, ""expectedPassCompletion"": {""value"": ""0.4584256112575531""}, ""expectedThreat"": {""value"": ""0.009343378245830536""}, ""passOptionQuality"": {""value"": ""-0.455""}}}, {""playerId"": ""b09yf8g6hgt6qw5424o8a2bu2"", ""shirtNumber"": 14, ""positionX"": ""50"", ""positionY"": ""27.6"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.03737291321158409""}, ""expectedPassCompletion"": {""value"": ""0.5313349962234497""}, ""expectedThreat"": {""value"": ""0.0049390350468456745""}, ""passOptionQuality"": {""value"": ""-0.471""}}}, {""playerId"": ""313x9xk65v0e1qoqvbqqy5u96"", ""shirtNumber"": 9, ""positionX"": ""52.8"", ""positionY"": ""47"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.015628891065716743""}, ""expectedPassCompletion"": {""value"": ""0.37358230352401733""}, ""expectedThreat"": {""value"": ""0.0039702667854726315""}, ""passOptionQuality"": {""value"": ""-0.591""}}}]}","{""player"": [{""playerId"": ""507d5ld0yl1zndk9wqp0w3sut"", ""shirtNumber"": 12, ""positionX"": ""34"", ""positionY"": ""87"", ""activeRun"": 0, ""predictions"": {""expectedPassReceiver"": {""value"": ""0.1329297572374344""}, ""expectedPassCompletion"": {""value"": ""0.998960554599762""}, ""expectedThreat"": {""value"": ""0.00019526859978213906""}, ""passOptionQuality"": {""value"": ""-0.227""}}}]}",{'applied': '0.00019526859978213906'},,,,0.0003932,-0.0003492,2025-08-15 - Burgos vs Cultural Leonesa.xlsx,2025-08-15,Burgos,Cultural Leonesa
